City,State,Zip Code,Latitude,Longitude,Landfill ID,DDRT_ID,main_landfill_ID,geometry,facility_id,facility_label,x,y,PFAS_CT_2020
Eagle River,AK,99577,61.293281,-149.602138,1994.0,,1994.0,POINT (-149.602138 61.293281),1994.0,MLF,-149.602138,61.293281,1239.012775849
Juneau,AK,99801,58.3528,-134.4947,11941.0,,11941.0,POINT (-134.4947 58.3528),11941.0,MLF,-134.4947,58.3528,284.28070177899997
Soldotna,AK,99669,60.443004,-151.107896,12216.0,,12216.0,POINT (-151.107896 60.443004),12216.0,MLF,-151.107896,60.443004,502.09487768500003
Palmer,AK,99645,61.59,-149.21,10980.0,,10980.0,POINT (-149.21 61.59),10980.0,MLF,-149.21,61.59,366.57166631
Fairbanks,AK,99701,64.80476,-147.70085,10961.0,,10961.0,POINT (-147.70085 64.80476),10961.0,MLF,-147.70085,64.80476,466.302521498
Uniontown,AL,36786,32.413,-87.4685,10860.0,,10860.0,POINT (-87.4685 32.413),10860.0,MLF,-87.4685,32.413,315.772771343
Coker,AL,35452,33.24314,-87.66585,2005.0,,2005.0,POINT (-87.66585 33.24314),2005.0,MLF,-87.66585,33.24314,847.275537136
Brundidge,AL,36010,31.7041,-85.8299,2408.0,,2408.0,POINT (-85.8299 31.7041),2408.0,MLF,-85.8299,31.7041,192.643858538
Ragland,AL,35131,33.68345,-86.25272,23.0,,23.0,POINT (-86.25272 33.68345),23.0,MLF,-86.25272,33.68345,592.260399244
Mt. Vernon,AL,36560,31.06179,-88.02503,8.0,,8.0,POINT (-88.02503 31.06179),8.0,MLF,-88.02503,31.06179,656.989357703
Thorsby,AL,35171,32.9285,-86.7405,2409.0,,2409.0,POINT (-86.7405 32.9285),2409.0,MLF,-86.7405,32.9285,240.106498134
Trinity,AL,35673,34.6175,-87.10163,2.0,,2.0,POINT (-87.10163 34.6175),2.0,MLF,-87.10163,34.6175,644.671908724
Dothan,AL,36303,31.238766,-85.356721,19.0,,19.0,POINT (-85.356721 31.238766),19.0,MLF,-85.356721,31.238766,601.078311152
Elba,AL,36323,31.507053,-86.000975,9.0,,9.0,POINT (-86.000975 31.507053),9.0,MLF,-86.000975,31.507053,418.34620361599997
Cullman,AL,35057,34.02878,-86.90069,4.0,,4.0,POINT (-86.90069 34.02878),4.0,MLF,-86.90069,34.02878,353.01447736800003
Birmingham,AL,35210,33.5978,-86.6288,15.0,,15.0,POINT (-86.6288 33.5978),15.0,MLF,-86.6288,33.5978,518.068912385
Huntsville,AL,35804,34.6885,-86.592,11.0,,11.0,POINT (-86.592 34.6885),11.0,MLF,-86.592,34.6885,1652.037896652
Gardendale,AL,35071,33.711,-86.873,25.0,,25.0,POINT (-86.873 33.711),25.0,MLF,-86.873,33.711,112.68853616999999
Pinson,AL,35126,33.7077,-86.7104,13.0,,13.0,POINT (-86.7104 33.7077),13.0,MLF,-86.7104,33.7077,259.494533051
Summerdale,AL,36580,30.45727,-87.7761,20.0,,20.0,POINT (-87.7761 30.45727),20.0,MLF,-87.7761,30.45727,888.950033591
Hillsboro,AL,35643,34.70381,-87.22116,2011.0,,2011.0,POINT (-87.22116 34.70381),2011.0,MLF,-87.22116,34.70381,159.94853515
Birmingham,AL,35207,33.585,-86.815,14.0,,14.0,POINT (-86.815 33.585),14.0,MLF,-86.815,33.585,1579.3443223
Montgomery,AL,36104,32.4131,-86.3245,18.0,,18.0,POINT (-86.3245 32.4131),18.0,MLF,-86.3245,32.4131,1408.28189474
Dora,AL,35062,33.71458,-87.04981,22.0,,22.0,POINT (-87.04981 33.71458),22.0,MLF,-87.04981,33.71458,166.454185383
Opelika,AL,36804,32.65347,-85.2636,17.0,,17.0,POINT (-85.2636 32.65347),17.0,MLF,-85.2636,32.65347,509.884269041
Collinsville,AL,35961,34.342,-85.862,2410.0,,2410.0,POINT (-85.862 34.342),2410.0,MLF,-85.862,34.342,511.984613536
Hollywood,AL,35768,34.756,-85.919,11821.0,,11821.0,POINT (-85.919 34.756),11821.0,MLF,-85.919,34.756,200.806203592
Columbiana,AL,35051,33.171785,-86.687566,5.0,,5.0,POINT (-86.687566 33.171785),5.0,MLF,-86.687566,33.171785,903.060465455
Tuscumbia,AL,35674,34.694,-87.6609,32.0,,32.0,POINT (-87.6609 34.694),32.0,MLF,-87.6609,34.694,696.111974236
Moody,AL,35004,33.60527,-86.51658,7.0,,7.0,POINT (-86.51658 33.60527),7.0,MLF,-86.51658,33.60527,267.010571145
Tallassee,AL,36078,32.5154,-85.8311,11581.0,,11581.0,POINT (-85.8311 32.5154),11581.0,MLF,-85.8311,32.5154,359.951433033
Piedmont,AL,36272,33.9962,-85.7254,2204.0,,2204.0,POINT (-85.7254 33.9962),2204.0,MLF,-85.7254,33.9962,733.240990102
Brewton,AL,36426,31.2593,-87.1923,21.0,,21.0,POINT (-87.1923 31.2593),21.0,MLF,-87.1923,31.2593,319.90846842999997
Citronelle,AL,36522,31.15848,-88.19,11982.0,,11982.0,POINT (-88.19 31.15848),11982.0,MLF,-88.19,31.15848,161.286170277
Jasper,AL,,33.875,-87.2465,2015.0,,2015.0,POINT (-87.2465 33.875),2015.0,MLF,-87.2465,33.875,220.595802144
Haleyville,AL,35565,34.17569,-87.60779,2009.0,,2009.0,POINT (-87.60779 34.17569),2009.0,MLF,-87.60779,34.17569,219.732722054
Hamburg,AR,71646,33.212,-91.84759,11542.0,,11542.0,POINT (-91.84759 33.212),11542.0,MLF,-91.84759,33.212,87.194363195
Cherokee Village,AR,72529,36.28126,-91.63128,11550.0,,11550.0,POINT (-91.63128 36.28126),11550.0,MLF,-91.63128,36.28126,851.198563292
Conway,AR,72032,35.1119,-92.5068,11544.0,,11544.0,POINT (-92.5068 35.1119),11544.0,MLF,-92.5068,35.1119,137.542295331
Fort Smith,AR,72916,35.2926,-94.3704,2052.0,,2052.0,POINT (-94.3704 35.2926),2052.0,MLF,-94.3704,35.2926,911.898990015
West Helena,AR,72390,34.56726,-90.629,11547.0,,11547.0,POINT (-90.629 34.56726),11547.0,MLF,-90.629,34.56726,256.178948923
Hope,AR,71801,33.6422,-93.6781,11541.0,,11541.0,POINT (-93.6781 33.6422),11541.0,MLF,-93.6781,33.6422,264.33366042800003
Morrilton,AR,72110,35.1297,-92.6976,11546.0,,11546.0,POINT (-92.6976 35.1297),11546.0,MLF,-92.6976,35.1297,116.681336945
Jonesboro,AR,72404,35.719434,-90.68862,2291.0,,2291.0,POINT (-90.68862 35.719434),2291.0,MLF,-90.68862,35.719434,434.351892443
West Memphis,AR,72301,35.13597,-90.25606,10500.0,,10500.0,POINT (-90.25606 35.13597),10500.0,MLF,-90.25606,35.13597,211.801083799
Springdale,AR,72762,36.140147,-94.256073,2282.0,,2282.0,POINT (-94.256073 36.140147),2282.0,MLF,-94.256073,36.140147,2487.970171165
DeWitt,AR,72042,34.311,-91.272,11441.0,,11441.0,POINT (-91.272 34.311),11441.0,MLF,-91.272,34.311,68.304451297
Amagon,AR,72005,35.5894,-91.0922,11442.0,,11442.0,POINT (-91.0922 35.5894),11442.0,MLF,-91.0922,35.5894,173.773496475
White Hall,AR,71602,34.34676,-92.19214,2283.0,,2283.0,POINT (-92.19214 34.34676),2283.0,MLF,-92.19214,34.34676,286.164735669
Little Rock,AR,72206,34.65129,-92.30241,2093.0,,2093.0,POINT (-92.30241 34.65129),2093.0,MLF,-92.30241,34.65129,999.760480846
Luxora,AR,72358,35.78,-89.97,11421.0,,11421.0,POINT (-89.97 35.78),11421.0,MLF,-89.97,35.78,205.195470889
Paragould,AR,72450,36.085,-90.4539,11280.0,,11280.0,POINT (-90.4539 36.085),11280.0,MLF,-90.4539,36.085,405.475994932
Danville,AR,72833,35.09,-93.2079,2284.0,,2284.0,POINT (-93.2079 35.09),2284.0,MLF,-93.2079,35.09,580.000020913
Hazen,AR,72064,34.8476,-91.59002,11545.0,,11545.0,POINT (-91.59002 34.8476),11545.0,MLF,-91.59002,34.8476,249.980181957
Bauxite,AR,72011,34.5606,-92.4818,11548.0,,11548.0,POINT (-92.4818 34.5606),11548.0,MLF,-92.4818,34.5606,708.749252315
North Little Rock,AR,72117,34.8371,-92.1497,2043.0,,2043.0,POINT (-92.1497 34.8371),2043.0,MLF,-92.1497,34.8371,750.531045492
El Dorado,AR,71730,33.32,-92.6855,2401.0,,2401.0,POINT (-92.6855 33.32),2401.0,MLF,-92.6855,33.32,245.281532511
Nashville,AR,71852,34.075,-93.868,11549.0,,11549.0,POINT (-93.868 34.075),11549.0,MLF,-93.868,34.075,87.783467046
St. Johns,AZ,85936,34.529,-109.312,20766.0,,20766.0,POINT (-109.312 34.529),20766.0,MLF,-109.312,34.529,204.098999041
Apache Junction,AZ,85219,33.37893,-111.52877,1773.0,,1773.0,POINT (-111.52877 33.37893),1773.0,MLF,-111.52877,33.37893,1868.683382185
Mobile,AZ,85139,33.08,-112.2757,1783.0,,1783.0,POINT (-112.2757 33.08),1783.0,MLF,-112.2757,33.08,220.507550154
Florence,AZ,85132,32.7679,-111.3223,12210.0,,12210.0,POINT (-111.3223 32.7679),12210.0,MLF,-111.3223,32.7679,13.93041607
Casa Grande,AZ,85230,32.830049,-111.763015,21259.0,,21259.0,POINT (-111.763015 32.830049),21259.0,MLF,-111.763015,32.830049,307.967110063
Flagstaff,AZ,86004,35.307,-111.517,1782.0,,1782.0,POINT (-111.517 35.307),1782.0,MLF,-111.517,35.307,445.982591785
Glendale,AZ,85307,33.5364,-112.3065,1787.0,,1787.0,POINT (-112.3065 33.5364),1787.0,MLF,-112.3065,33.5364,7853.302481779
Huachuca City,AZ,85616,31.718,-110.288,20767.0,,20767.0,POINT (-110.288 31.718),20767.0,MLF,-110.288,31.718,229.557626769
Wellton,AZ,85356,32.64606,-114.04372,2414.0,,2414.0,POINT (-114.04372 32.64606),2414.0,MLF,-114.04372,32.64606,24.410512252
Winkelman,AZ,85292,32.9997,-110.7879,2390.0,,2390.0,POINT (-110.7879 32.9997),2390.0,MLF,-110.7879,32.9997,175.556601276
Florence,AZ,85132,32.68,-111.291,20753.0,,20753.0,POINT (-111.291 32.68),20753.0,MLF,-111.291,32.68,38.60715311
Dewey,AZ,86327,34.5167,-112.0483,2194.0,,2194.0,POINT (-112.0483 34.5167),2194.0,MLF,-112.0483,34.5167,1217.674178319
Huachuca,AZ,85616,31.637,-110.329,1785.0,,1785.0,POINT (-110.329 31.637),1785.0,MLF,-110.329,31.637,346.010657524
Florence,AZ,85232,33.0077,-111.4316,2391.0,,2391.0,POINT (-111.4316 33.0077),2391.0,MLF,-111.4316,33.0077,367.371605948
Parker,AZ,85344,33.951822,-114.216539,2411.0,,2411.0,POINT (-114.216539 33.951822),2411.0,MLF,-114.216539,33.951822,76.562726914
Lake Havasu City,AZ,86404,34.5463,-114.339,2412.0,,2412.0,POINT (-114.339 34.5463),2412.0,MLF,-114.339,34.5463,284.248735168
Tucson,AZ,85756,32.1192,-110.88,1770.0,,1770.0,POINT (-110.88 32.1192),1770.0,MLF,-110.88,32.1192,3539.278763988
Marana,AZ,85653,32.410302,-111.283295,21213.0,,21213.0,POINT (-111.283295 32.410302),21213.0,MLF,-111.283295,32.410302,142.2890458
Mohave Valley,AZ,86426,35.0135,-114.567,2413.0,,2413.0,POINT (-114.567 35.0135),2413.0,MLF,-114.567,35.0135,526.978448169
Surprise,AZ,85387,33.678,-112.481,1786.0,,1786.0,POINT (-112.481 33.678),1786.0,MLF,-112.481,33.678,433.055893861
Joseph City,AZ,86032,34.998,-110.3347,1771.0,,1771.0,POINT (-110.3347 34.998),1771.0,MLF,-110.3347,34.998,449.735736356
Rio Rico,AZ,85648,31.5194,-111.0186,1789.0,,1789.0,POINT (-111.0186 31.5194),1789.0,MLF,-111.0186,31.5194,188.097813553
Scottsdale,AZ,85256,33.508775,-111.778214,1798.0,,1798.0,POINT (-111.778214 33.508775),1798.0,MLF,-111.778214,33.508775,5270.5425442060005
Yuma,AZ,85365,32.5689,-114.61613,20695.0,,20695.0,POINT (-114.61613 32.5689),20695.0,MLF,-114.61613,32.5689,723.421022963
Buckeye,AZ,85326,33.2222,-112.6371,1772.0,,1772.0,POINT (-112.6371 33.2222),1772.0,MLF,-112.6371,33.2222,125.65744118799999
Buckeye,AZ,85326,33.178917,-112.66485,12141.0,,12141.0,POINT (-112.66485 33.178917),12141.0,MLF,-112.66485,33.178917,19.506975232000002
Rancho Cordova,CA,95670,38.58333,-121.3,37.0,,37.0,POINT (-121.3 38.58333),37.0,MLF,-121.3,38.58333,1825.764387568
Imperial,CA,92251,32.858,-115.526,179.0,,179.0,POINT (-115.526 32.858),179.0,MLF,-115.526,32.858,71.27899312299999
Livermore,CA,94551,37.75,-121.65667,39.0,,39.0,POINT (-121.65667 37.75),39.0,MLF,-121.65667,37.75,448.122789762
Alturas,CA,96101,41.45861,-120.56556,40.0,,40.0,POINT (-120.56556 41.45861),40.0,MLF,-120.56556,41.45861,35.516576096
Kerman,CA,93630,36.66171,-120.1457,42.0,,42.0,POINT (-120.1457 36.66171),42.0,MLF,-120.1457,36.66171,361.2683584
Anderson,CA,96007,40.45,-122.283334,45.0,,45.0,POINT (-122.283334 40.45),45.0,MLF,-122.283334,40.45,621.765786258
Palmdale,CA,93551,34.56768,-118.14994,47.0,,47.0,POINT (-118.14994 34.56768),47.0,MLF,-118.14994,34.56768,633.58480205
Manteca,CA,95336,37.7795,-121.1767,51.0,,51.0,POINT (-121.1767 37.7795),51.0,MLF,-121.1767,37.7795,928.948166739
Avenal,CA,93204,36.01195,-120.11535,52.0,,52.0,POINT (-120.11535 36.01195),52.0,MLF,-120.11535,36.01195,92.66082144800001
Moreno Valley,CA,92555,33.95349,-117.11758,55.0,,55.0,POINT (-117.11758 33.95349),55.0,MLF,-117.11758,33.95349,1168.352288272
Edison,CA,93220,35.34387,-118.75847,58.0,,58.0,POINT (-118.75847 35.34387),58.0,MLF,-118.75847,35.34387,1579.8927270249999
Barstow,CA,92311,34.83389,-117.02,60.0,,60.0,POINT (-117.02 34.83389),60.0,MLF,-117.02,34.83389,110.098126606
Johnstonville,CA,96130,40.35281,-120.55508,194.0,,194.0,POINT (-120.55508 40.35281),194.0,MLF,-120.55508,40.35281,71.486001556
Benton,CA,93514,37.81825,-118.4686,65.0,,65.0,POINT (-118.4686 37.81825),65.0,MLF,-118.4686,37.81825,11.61759372
Los Banos,CA,93635,37.03949,-120.97235,70.0,,70.0,POINT (-120.97235 37.03949),70.0,MLF,-120.97235,37.03949,188.23514692700002
Bishop,CA,93514,37.32961,-118.40007,71.0,,71.0,POINT (-118.40007 37.32961),71.0,MLF,-118.40007,37.32961,45.492054773999996
Blythe,CA,92225,33.70478,-114.62673,74.0,,74.0,POINT (-114.62673 33.70478),74.0,MLF,-114.62673,33.70478,66.525340594
Vista,CA,92084,33.2412,-117.1799,1774.0,,1774.0,POINT (-117.1799 33.2412),1774.0,MLF,-117.1799,33.2412,2388.740257723
Boron,CA,93516,34.99028,-117.6475,76.0,,76.0,POINT (-117.6475 34.99028),76.0,MLF,-117.6475,34.99028,6.544994291
Borrego Springs,CA,92004,33.248,-116.293,77.0,,77.0,POINT (-116.293 33.248),77.0,MLF,-116.293,33.248,33.917871757
Watsonville,CA,95076,36.91738,-121.81142,83.0,,83.0,POINT (-121.81142 36.91738),83.0,MLF,-121.81142,36.91738,254.662389551
Burbank,CA,91504,34.21018,-118.31192,84.0,,84.0,POINT (-118.31192 34.21018),84.0,MLF,-118.31192,34.21018,4167.992255858
Agoura Hills,CA,91301,34.14862,-118.70953,87.0,,87.0,POINT (-118.70953 34.14862),87.0,MLF,-118.70953,34.14862,1086.782568557
Calexico,CA,92231,32.6764,-115.54565,89.0,,89.0,POINT (-115.54565 32.6764),89.0,MLF,-115.54565,32.6764,83.71059599
Redlands,CA,92373,34.08861,-117.221,90.0,,90.0,POINT (-117.221 34.08861),90.0,MLF,-117.221,34.08861,1013.38161928
Camp Roberts (Mil Res),CA,93451,35.77509,-120.7343,92.0,,92.0,POINT (-120.7343 35.77509),92.0,MLF,-120.7343,35.77509,28.354206760000004
Chester,CA,96020,40.32667,-121.13833,101.0,,101.0,POINT (-121.13833 40.32667),101.0,MLF,-121.13833,40.32667,56.182829583
Templeton,CA,93465,35.52333,-120.63028,103.0,,103.0,POINT (-120.63028 35.52333),103.0,MLF,-120.63028,35.52333,54.8466408
China Lake NWC (Mil,CA,93555,35.6611,-117.633,138.0,,138.0,POINT (-117.633 35.6611),138.0,MLF,-117.633,35.6611,21.761373331
Castaic,CA,91384,34.42806,-118.64661,105.0,,105.0,POINT (-118.64661 34.42806),105.0,MLF,-118.64661,34.42806,199.16383688
Clovis,CA,93619,36.943,-119.685,107.0,,107.0,POINT (-119.685 36.943),107.0,MLF,-119.685,36.943,2080.936411658
Lompoc,CA,93436,34.65271,-120.44256,108.0,,108.0,POINT (-120.44256 34.65271),108.0,MLF,-120.44256,34.65271,131.192339697
Paso Robles,CA,93446,35.663,-120.532,110.0,,110.0,POINT (-120.532 35.663),110.0,MLF,-120.532,35.663,23.26148534
Santa Cruz,CA,95060,36.97602,-122.10608,271.0,,271.0,POINT (-122.10608 36.97602),271.0,MLF,-122.10608,36.97602,485.14036420499997
Watsonville,CA,95076,36.914,-121.824,315.0,,315.0,POINT (-121.824 36.914),315.0,MLF,-121.824,36.914,124.13270160900001
Calistoga,CA,94515,38.5848,-122.534,11160.0,,11160.0,POINT (-122.534 38.5848),11160.0,MLF,-122.534,38.5848,233.1682385
San Luis Obispo,CA,93401,35.1873,-120.59579,122.0,,122.0,POINT (-120.59579 35.1873),122.0,MLF,-120.59579,35.1873,559.173745355
Kettleman City,CA,93239,35.95942,-120.00852,12146.0,,12146.0,POINT (-120.00852 35.95942),12146.0,MLF,-120.00852,35.95942,25.493730409999998
Desert Center,CA,92239,33.77754,-115.40867,139.0,,139.0,POINT (-115.40867 33.77754),139.0,MLF,-115.40867,33.77754,4.853723294
Clearlake,CA,95422,38.95333,-122.60083,143.0,,143.0,POINT (-122.60083 38.95333),143.0,MLF,-122.60083,38.95333,422.614376836
Edwards Air Force Base,CA,93523,34.95605,-117.95627,145.0,,145.0,POINT (-117.95627 34.95605),145.0,MLF,-117.95627,34.95605,86.908229807
Corona,CA,92883-5020,33.79923,-117.46786,147.0,,147.0,POINT (-117.46786 33.79923),147.0,MLF,-117.46786,33.79923,1307.238583048
Chowchilla,CA,93610,37.06468,-120.1991,150.0,,150.0,POINT (-120.1991 37.06468),150.0,MLF,-120.1991,37.06468,274.450321226
Crows Landing,CA,95313,37.38816,-121.13633,151.0,,151.0,POINT (-121.13633 37.38816),151.0,MLF,-121.13633,37.38816,1114.148695419
Linden,CA,95236,38.0371,-120.94489,153.0,,153.0,POINT (-120.94489 38.0371),153.0,MLF,-120.94489,38.0371,133.90063836
Fort Irwin (Mil Res),CA,92310,35.26589,-116.66233,259.0,,259.0,POINT (-116.66233 35.26589),259.0,MLF,-116.66233,35.26589,24.51376593
Manteca,CA,95336,37.874624,-121.1833,11120.0,,11120.0,POINT (-121.1833 37.874624),11120.0,MLF,-121.1833,37.874624,1024.213047014
Irvine,CA,92602,33.72053,-117.70947,62.0,,62.0,POINT (-117.70947 33.72053),62.0,MLF,-117.70947,33.72053,3834.449824326
San Jose,CA,95120,37.21139,-121.90139,164.0,,164.0,POINT (-121.90139 37.21139),164.0,MLF,-121.90139,37.21139,1829.951811664
Merced,CA,95348,37.39389,-120.49778,172.0,,172.0,POINT (-120.49778 37.39389),172.0,MLF,-120.49778,37.39389,532.149593458
Niland,CA,92257,33.41528,-115.67611,177.0,,177.0,POINT (-115.67611 33.41528),177.0,MLF,-115.67611,33.41528,
Independence,CA,93526,36.7884,-118.17586,180.0,,180.0,POINT (-118.17586 36.7884),180.0,MLF,-118.17586,36.7884,8.261717078
Hollister,CA,95023,36.825,-121.324,181.0,,181.0,POINT (-121.324 36.825),181.0,MLF,-121.324,36.825,145.349887254
Gonzales,CA,93926,36.53167,-121.40667,182.0,,182.0,POINT (-121.40667 36.53167),182.0,MLF,-121.40667,36.53167,192.231536461
Pittsburg,CA,94565,38.00472,-121.93611,184.0,,184.0,POINT (-121.93611 38.00472),184.0,MLF,-121.93611,38.00472,2173.836185253
Sloughhouse,CA,95683,38.52099,-121.1989,265.0,,265.0,POINT (-121.1989 38.52099),265.0,MLF,-121.1989,38.52099,827.691318419
Morgan Hill,CA,95037,37.18507,-121.67109,188.0,,188.0,POINT (-121.67109 37.18507),188.0,MLF,-121.67109,37.18507,345.156653818
Sacramento,CA,95826,38.528,-121.378,189.0,,189.0,POINT (-121.378 38.528),189.0,MLF,-121.378,38.528,2503.032986432
Beaumont,CA,92223,33.88389,-116.99722,191.0,,191.0,POINT (-116.99722 33.88389),191.0,MLF,-116.99722,33.88389,956.352843149
Lancaster,CA,93535,34.7474,-118.1165,314.0,,314.0,POINT (-118.1165 34.7474),314.0,MLF,-118.1165,34.7474,352.726443995
Landers,CA,92285,34.24048,-116.38152,192.0,,192.0,POINT (-116.38152 34.24048),192.0,MLF,-116.38152,34.24048,822.268710337
Camp Pendleton (Mil Res),CA,92055,33.36444,-117.41921,193.0,,193.0,POINT (-117.41921 33.36444),193.0,MLF,-117.41921,33.36444,1084.645137996
Lone Pine,CA,93545,36.59421,-118.03495,200.0,,200.0,POINT (-118.03495 36.59421),200.0,MLF,-118.03495,36.59421,
Lost Hills,CA,93249,35.6311,-119.75732,202.0,,202.0,POINT (-119.75732 35.6311),202.0,MLF,-119.75732,35.6311,7.736298076
Mariposa,CA,95338,37.50432,-120.0058,206.0,,206.0,POINT (-120.0058 37.50432),206.0,MLF,-120.0058,37.50432,147.04820628
Mecca,CA,92254,33.57194,-116.00306,211.0,,211.0,POINT (-116.00306 33.57194),211.0,MLF,-116.00306,33.57194,589.733172256
Rialto,CA,92377,34.14333,-117.43,338.0,,338.0,POINT (-117.43 34.14333),338.0,MLF,-117.43,34.14333,2977.146299374
Mojave,CA,93501,34.99336,-118.13881,215.0,,215.0,POINT (-118.13881 34.99336),215.0,MLF,-118.13881,34.99336,25.648914028
Marina,CA,93933,36.71333,-121.76667,217.0,,217.0,POINT (-121.76667 36.71333),217.0,MLF,-121.76667,36.71333,867.727794069
Paradise,CA,95969,39.67425,-121.72929,220.0,,220.0,POINT (-121.72929 39.67425),220.0,MLF,-121.72929,39.67425,840.095790289
Milpitas,CA,95035,37.45897,-121.94108,225.0,,225.0,POINT (-121.94108 37.45897),225.0,MLF,-121.94108,37.45897,210.655357969
Niland,CA,92257,33.27111,-115.49167,226.0,,226.0,POINT (-115.49167 33.27111),226.0,MLF,-115.49167,33.27111,17.607072115
Lodi,CA,95240,38.097,-121.10194,227.0,,227.0,POINT (-121.10194 38.097),227.0,MLF,-121.10194,38.097,277.698778802
Oasis,CA,92274,33.439,-116.0815,229.0,,229.0,POINT (-116.0815 33.439),229.0,MLF,-116.0815,33.439,2.742527422
Brea,CA,92823,33.93361,-117.84361,232.0,,232.0,POINT (-117.84361 33.93361),232.0,MLF,-117.84361,33.93361,4102.290551581
Chula Vista,CA,91911,32.604,-117.005,236.0,,236.0,POINT (-117.005 32.604),236.0,MLF,-117.005,32.604,1289.892246859
Half Moon Bay,CA,94019,37.499,-122.412,238.0,,238.0,POINT (-122.412 37.499),238.0,MLF,-122.412,37.499,5706.549090773
Avalon,CA,90704,33.329985,-118.309585,21148.0,,21148.0,POINT (-118.309585 33.329985),21148.0,MLF,-118.309585,33.329985,
Suisun City,CA,94585,38.22333,-121.97778,250.0,,250.0,POINT (-121.97778 38.22333),250.0,MLF,-121.97778,38.22333,1303.555061119
San Juan Capistrano,CA,92675,33.48654,-117.62491,251.0,,251.0,POINT (-117.62491 33.48654),251.0,MLF,-117.62491,33.48654,998.900506356
Lee Vining,CA,93541,37.90694,-119.06528,252.0,,252.0,POINT (-119.06528 37.90694),252.0,MLF,-119.06528,37.90694,26.141277323
Vacaville,CA,95687,38.31497,-121.83164,54.0,,54.0,POINT (-121.83164 38.31497),54.0,MLF,-121.83164,38.31497,139.52092799
Wheatland,CA,95692,39.07171,-121.3925,1976.0,,1976.0,POINT (-121.3925 39.07171),1976.0,MLF,-121.3925,39.07171,841.701931305
Novato,CA,94945,38.1661,-122.57922,258.0,,258.0,POINT (-122.57922 38.1661),258.0,MLF,-122.57922,38.1661,2097.374768271
Ridgecrest,CA,93555,35.60254,-117.73755,260.0,,260.0,POINT (-117.73755 35.60254),260.0,MLF,-117.73755,35.60254,101.054137714
Milton,CA,95252,38.03535,-120.8418,262.0,,262.0,POINT (-120.8418 38.03535),262.0,MLF,-120.8418,38.03535,434.914722031
Salton City,CA,92275,33.22944,-115.98611,266.0,,266.0,POINT (-115.98611 33.22944),266.0,MLF,-115.98611,33.22944,22.86006864
San Clemente Island,CA,,32.964782,-118.538887,21149.0,,21149.0,POINT (-118.538887 32.964782),21149.0,MLF,-118.538887,32.964782,2.131279541
Camp Pendleton (Mil Res),CA,92672,33.39667,-117.54028,269.0,,269.0,POINT (-117.54028 33.39667),269.0,MLF,-117.54028,33.39667,14.477663966000001
Redlands,CA,92373,34.0117,-117.2133,270.0,,270.0,POINT (-117.2133 34.0117),270.0,MLF,-117.2133,34.0117,861.024310242
Santa Maria,CA,93454,34.9525,-120.3831,113.0,,113.0,POINT (-120.3831 34.9525),113.0,MLF,-120.3831,34.9525,461.726326174
Whittier,CA,90602,33.9799,-118.0171,116.0,,116.0,POINT (-118.0171 33.9799),116.0,MLF,-118.0171,33.9799,9932.161090329
Glendale,CA,91206,34.15188,-118.19673,274.0,,274.0,POINT (-118.19673 34.15188),274.0,MLF,-118.19673,34.15188,7521.126725684
Shafter,CA,93263,35.51042,-119.41085,275.0,,275.0,POINT (-119.41085 35.51042),275.0,MLF,-119.41085,35.51042,620.172107989
Shoshone,CA,92384,35.9708,-116.24444,277.0,,277.0,POINT (-116.24444 35.9708),277.0,MLF,-116.24444,35.9708,
Herlong,CA,96113,40.16278,-120.15889,278.0,,278.0,POINT (-120.15889 40.16278),278.0,MLF,-120.15889,40.16278,44.907930848
Simi Valley,CA,93065,34.29454,-118.79544,279.0,,279.0,POINT (-118.79544 34.29454),279.0,MLF,-118.79544,34.29454,263.93561974
Petaluma,CA,94952,38.29694,-122.74222,1929.0,,1929.0,POINT (-122.74222 38.29694),1929.0,MLF,-122.74222,38.29694,230.048898813
Stonyford,CA,95979,39.36037,-122.54461,285.0,,285.0,POINT (-122.54461 39.36037),285.0,MLF,-122.54461,39.36037,255.973666399
Sylmar,CA,91342,34.32352,-118.50294,286.0,,286.0,POINT (-118.50294 34.32352),286.0,MLF,-118.50294,34.32352,591.847055728
Santee,CA,92071,32.8496,-117.02667,287.0,,287.0,POINT (-117.02667 32.8496),287.0,MLF,-117.02667,32.8496,2920.905478613
Taft,CA,93268,35.20377,-119.45314,288.0,,288.0,POINT (-119.45314 35.20377),288.0,MLF,-119.45314,35.20377,76.327756214
Gaviota,CA,93117,34.47694,-120.12417,289.0,,289.0,POINT (-120.12417 34.47694),289.0,MLF,-120.12417,34.47694,678.55055262
Porterville,CA,93257,36.02111,-119.10583,290.0,,290.0,POINT (-119.10583 36.02111),290.0,MLF,-119.10583,36.02111,318.986240719
Tecopa,CA,92389,35.85071,-116.18246,291.0,,291.0,POINT (-116.18246 35.85071),291.0,MLF,-116.18246,35.85071,8.775585065
Tehachapi,CA,93561,35.12362,-118.34031,292.0,,292.0,POINT (-118.34031 35.12362),292.0,MLF,-118.34031,35.12362,48.831972746
Red Bluff,CA,96080,40.196,-122.29742,256.0,,256.0,POINT (-122.29742 40.196),256.0,MLF,-122.29742,40.196,93.440787996
Santa Paula,CA,93060,34.4025,-118.99806,294.0,,294.0,POINT (-118.99806 34.4025),294.0,MLF,-118.99806,34.4025,1564.515623957
